"","papers","ifact","years"
"240",2,2.8,13.5
"241",2,3,13.5
"242",2,3.2,12
"243",2,3.4,12
"244",2,3.6,12
"245",2,3.8,12
"246",2,4,12
"247",2,4.2,12
"248",2,4.4,12
"249",2,4.6,12
"250",2,4.8,12
"251",2,5,12
"252",2,5.2,12
"253",2,5.4,12
"254",2,5.6,12
"255",2,5.8,12
"256",2,6,12
"257",2,6.2,10.5
"258",2,6.4,10.5
"259",2,6.6,10.5
"260",2,6.8,10.5
"261",2,7,10.5
"262",2,7.2,10.5
"263",2,7.4,10.5
"264",2,7.6,10.5
"265",2,7.8,10.5
"266",2,8,10.5
"267",2,8.2,10.5
"268",2,8.4,10.5
"269",2,8.6,10.5
"270",2,8.8,10.5
"271",2,9,10.5
"272",2,9.2,10.5
"273",2,9.4,10.5
"274",2,9.6,10.5
"275",2,9.8,10.5
"276",2,10,10.5
"277",2.2,1,17.7272727272727
"278",2.2,1.2,16.3636363636364
"279",2.2,1.4,15
"280",2.2,1.6,15
"281",2.2,1.8,13.6363636363636
"282",2.2,2,13.6363636363636
"283",2.2,2.2,12.2727272727273
"284",2.2,2.4,12.2727272727273
"285",2.2,2.6,12.2727272727273
"286",2.2,2.8,12.2727272727273
"287",2.2,3,12.2727272727273
"288",2.2,3.2,12.2727272727273
"289",2.2,3.4,10.9090909090909
"290",2.2,3.6,10.9090909090909
"291",2.2,3.8,10.9090909090909
"292",2.2,4,10.9090909090909
"293",2.2,4.2,10.9090909090909
"294",2.2,4.4,10.9090909090909
"295",2.2,4.6,10.9090909090909
"296",2.2,4.8,10.9090909090909
"297",2.2,5,10.9090909090909
"298",2.2,5.2,10.9090909090909
"299",2.2,5.4,10.9090909090909
"300",2.2,5.6,10.9090909090909
"301",2.2,5.8,10.9090909090909
"302",2.2,6,10.9090909090909
"303",2.2,6.2,10.9090909090909
"304",2.2,6.4,10.9090909090909
"305",2.2,6.6,10.9090909090909
"306",2.2,6.8,9.54545454545454
"307",2.2,7,9.54545454545454
"308",2.2,7.2,9.54545454545454
"309",2.2,7.4,9.54545454545454
"310",2.2,7.6,9.54545454545454
"311",2.2,7.8,9.54545454545454
"312",2.2,8,9.54545454545454
"313",2.2,8.2,9.54545454545454
"314",2.2,8.4,9.54545454545454
"315",2.2,8.6,9.54545454545454
"316",2.2,8.8,9.54545454545454
"317",2.2,9,9.54545454545454
"318",2.2,9.2,9.54545454545454
"319",2.2,9.4,9.54545454545454
"320",2.2,9.6,9.54545454545454
"321",2.2,9.8,9.54545454545454
"322",2.2,10,9.54545454545454
"323",2.4,1,17.5
"324",2.4,1.2,16.25
"325",2.4,1.4,15
"326",2.4,1.6,13.75
"327",2.4,1.8,13.75
"328",2.4,2,12.5
"329",2.4,2.2,12.5
"330",2.4,2.4,12.5
"331",2.4,2.6,11.25
"332",2.4,2.8,11.25
"333",2.4,3,11.25
"334",2.4,3.2,11.25
"335",2.4,3.4,11.25
"336",2.4,3.6,10
"337",2.4,3.8,10
"338",2.4,4,10
"339",2.4,4.2,10
"340",2.4,4.4,10
"341",2.4,4.6,10
"342",2.4,4.8,10
"343",2.4,5,10
"344",2.4,5.2,10
"345",2.4,5.4,10
"346",2.4,5.6,10
"347",2.4,5.8,10
"348",2.4,6,10
"349",2.4,6.2,10
"350",2.4,6.4,10
"351",2.4,6.6,10
"352",2.4,6.8,10
"353",2.4,7,10
"354",2.4,7.2,8.75
"355",2.4,7.4,8.75
"356",2.4,7.6,8.75
"357",2.4,7.8,8.75
"358",2.4,8,8.75
"359",2.4,8.2,8.75
"360",2.4,8.4,8.75
"361",2.4,8.6,8.75
"362",2.4,8.8,8.75
"363",2.4,9,8.75
"364",2.4,9.2,8.75
"365",2.4,9.4,8.75
"366",2.4,9.6,8.75
"367",2.4,9.8,8.75
"368",2.4,10,8.75
"369",2.6,1,16.1538461538462
"370",2.6,1.2,15
"371",2.6,1.4,13.8461538461539
"372",2.6,1.6,12.6923076923077
"373",2.6,1.8,12.6923076923077
"374",2.6,2,11.5384615384615
"375",2.6,2.2,11.5384615384615
"376",2.6,2.4,11.5384615384615
"377",2.6,2.6,10.3846153846154
"378",2.6,2.8,10.3846153846154
"379",2.6,3,10.3846153846154
"380",2.6,3.2,10.3846153846154
"381",2.6,3.4,10.3846153846154
"382",2.6,3.6,10.3846153846154
"383",2.6,3.8,10.3846153846154
"384",2.6,4,9.23076923076924
"385",2.6,4.2,9.23076923076924
"386",2.6,4.4,9.23076923076924
"387",2.6,4.6,9.23076923076924
"388",2.6,4.8,9.23076923076924
"389",2.6,5,9.23076923076924
"390",2.6,5.2,9.23076923076924
"391",2.6,5.4,9.23076923076924
"392",2.6,5.6,9.23076923076924
"393",2.6,5.8,9.23076923076924
"394",2.6,6,9.23076923076924
"395",2.6,6.2,9.23076923076924
"396",2.6,6.4,9.23076923076924
"397",2.6,6.6,9.23076923076924
"398",2.6,6.8,9.23076923076924
"399",2.6,7,9.23076923076924
"400",2.6,7.2,9.23076923076924
"401",2.6,7.4,9.23076923076924
"402",2.6,7.6,9.23076923076924
"403",2.6,7.8,8.07692307692308
"404",2.6,8,8.07692307692308
"405",2.6,8.2,8.07692307692308
"406",2.6,8.4,8.07692307692308
"407",2.6,8.6,8.07692307692308
"408",2.6,8.8,8.07692307692308
"409",2.6,9,8.07692307692308
"410",2.6,9.2,8.07692307692308
"411",2.6,9.4,8.07692307692308
"412",2.6,9.6,8.07692307692308
"413",2.6,9.8,8.07692307692308
"414",2.6,10,8.07692307692308
"415",2.8,1,16.0714285714286
"416",2.8,1.2,13.9285714285714
"417",2.8,1.4,12.8571428571429
"418",2.8,1.6,12.8571428571429
"419",2.8,1.8,11.7857142857143
"420",2.8,2,11.7857142857143
"421",2.8,2.2,10.7142857142857
"422",2.8,2.4,10.7142857142857
"423",2.8,2.6,10.7142857142857
"424",2.8,2.8,10.7142857142857
"425",2.8,3,9.64285714285714
"426",2.8,3.2,9.64285714285714
"427",2.8,3.4,9.64285714285714
"428",2.8,3.6,9.64285714285714
"429",2.8,3.8,9.64285714285714
"430",2.8,4,9.64285714285714
"431",2.8,4.2,9.64285714285714
"432",2.8,4.4,8.57142857142857
"433",2.8,4.6,8.57142857142857
"434",2.8,4.8,8.57142857142857
"435",2.8,5,8.57142857142857
"436",2.8,5.2,8.57142857142857
"437",2.8,5.4,8.57142857142857
"438",2.8,5.6,8.57142857142857
"439",2.8,5.8,8.57142857142857
"440",2.8,6,8.57142857142857
"441",2.8,6.2,8.57142857142857
"442",2.8,6.4,8.57142857142857
"443",2.8,6.6,8.57142857142857
"444",2.8,6.8,8.57142857142857
"445",2.8,7,8.57142857142857
"446",2.8,7.2,8.57142857142857
"447",2.8,7.4,8.57142857142857
"448",2.8,7.6,8.57142857142857
"449",2.8,7.8,8.57142857142857
"450",2.8,8,8.57142857142857
"451",2.8,8.2,8.57142857142857
"452",2.8,8.4,8.57142857142857
"453",2.8,8.6,7.5
"454",2.8,8.8,7.5
"455",2.8,9,7.5
"456",2.8,9.2,7.5
"457",2.8,9.4,7.5
"458",2.8,9.6,7.5
"459",2.8,9.8,7.5
"460",2.8,10,7.5
"461",3,1,16
"462",3,1.2,14.6666666666667
"463",3,1.4,13.3333333333333
"464",3,1.6,12
"465",3,1.8,12
"466",3,2,10.6666666666667
"467",3,2.2,10.6666666666667
"468",3,2.4,10.6666666666667
"469",3,2.6,10.6666666666667
"470",3,2.8,9.33333333333333
"471",3,3,9.33333333333333
"472",3,3.2,9.33333333333333
"473",3,3.4,9.33333333333333
"474",3,3.6,9.33333333333333
"475",3,3.8,9.33333333333333
"476",3,4,9.33333333333333
"477",3,4.2,9.33333333333333
"478",3,4.4,9.33333333333333
"479",3,4.6,8
"480",3,4.8,8
"481",3,5,8
"482",3,5.2,8
"483",3,5.4,8
"484",3,5.6,8
"485",3,5.8,8
"486",3,6,8
"487",3,6.2,8
"488",3,6.4,8
"489",3,6.6,8
"490",3,6.8,8
"491",3,7,8
"492",3,7.2,8
"493",3,7.4,8
"494",3,7.6,8
"495",3,7.8,8
"496",3,8,8
"497",3,8.2,8
"498",3,8.4,8
"499",3,8.6,8
"500",3,8.8,8
"501",3,9,8
"502",3,9.2,8
"503",3,9.4,8
"504",3,9.6,8
"505",3,9.8,8
"506",3,10,8
"507",3.2,1,15
"508",3.2,1.2,13.75
"509",3.2,1.4,12.5
"510",3.2,1.6,12.5
"511",3.2,1.8,11.25
"512",3.2,2,11.25
"513",3.2,2.2,10
"514",3.2,2.4,10
"515",3.2,2.6,10
"516",3.2,2.8,10
"517",3.2,3,8.75
"518",3.2,3.2,8.75
"519",3.2,3.4,8.75
"520",3.2,3.6,8.75
"521",3.2,3.8,8.75
"522",3.2,4,8.75
"523",3.2,4.2,8.75
"524",3.2,4.4,8.75
"525",3.2,4.6,8.75
"526",3.2,4.8,7.5
"527",3.2,5,7.5
"528",3.2,5.2,7.5
"529",3.2,5.4,7.5
"530",3.2,5.6,7.5
"531",3.2,5.8,7.5
"532",3.2,6,7.5
"533",3.2,6.2,7.5
"534",3.2,6.4,7.5
"535",3.2,6.6,7.5
"536",3.2,6.8,7.5
"537",3.2,7,7.5
"538",3.2,7.2,7.5
"539",3.2,7.4,7.5
"540",3.2,7.6,7.5
"541",3.2,7.8,7.5
"542",3.2,8,7.5
"543",3.2,8.2,7.5
"544",3.2,8.4,7.5
"545",3.2,8.6,7.5
"546",3.2,8.8,7.5
"547",3.2,9,7.5
"548",3.2,9.2,7.5
"549",3.2,9.4,7.5
"550",3.2,9.6,7.5
"551",3.2,9.8,7.5
"552",3.2,10,7.5
"553",3.4,1,15.2941176470588
"554",3.4,1.2,12.9411764705882
"555",3.4,1.4,11.7647058823529
"556",3.4,1.6,11.7647058823529
"557",3.4,1.8,10.5882352941177
"558",3.4,2,10.5882352941177
"559",3.4,2.2,9.41176470588235
"560",3.4,2.4,9.41176470588235
"561",3.4,2.6,9.41176470588235
"562",3.4,2.8,9.41176470588235
"563",3.4,3,9.41176470588235
"564",3.4,3.2,8.23529411764706
"565",3.4,3.4,8.23529411764706
"566",3.4,3.6,8.23529411764706
"567",3.4,3.8,8.23529411764706
"568",3.4,4,8.23529411764706
"569",3.4,4.2,8.23529411764706
"570",3.4,4.4,8.23529411764706
"571",3.4,4.6,8.23529411764706
"572",3.4,4.8,8.23529411764706
"573",3.4,5,8.23529411764706
"574",3.4,5.2,7.05882352941176
"575",3.4,5.4,7.05882352941176
"576",3.4,5.6,7.05882352941176
"577",3.4,5.8,7.05882352941176
"578",3.4,6,7.05882352941176
"579",3.4,6.2,7.05882352941176
"580",3.4,6.4,7.05882352941176
"581",3.4,6.6,7.05882352941176
"582",3.4,6.8,7.05882352941176
"583",3.4,7,7.05882352941176
"584",3.4,7.2,7.05882352941176
"585",3.4,7.4,7.05882352941176
"586",3.4,7.6,7.05882352941176
"587",3.4,7.8,7.05882352941176
"588",3.4,8,7.05882352941176
"589",3.4,8.2,7.05882352941176
"590",3.4,8.4,7.05882352941176
"591",3.4,8.6,7.05882352941176
"592",3.4,8.8,7.05882352941176
"593",3.4,9,7.05882352941176
"594",3.4,9.2,7.05882352941176
"595",3.4,9.4,7.05882352941176
"596",3.4,9.6,7.05882352941176
"597",3.4,9.8,7.05882352941176
"598",3.4,10,7.05882352941176
"599",3.6,1,14.4444444444445
"600",3.6,1.2,13.3333333333333
"601",3.6,1.4,12.2222222222222
"602",3.6,1.6,11.1111111111111
"603",3.6,1.8,10
"604",3.6,2,10
"605",3.6,2.2,10
"606",3.6,2.4,8.88888888888889
"607",3.6,2.6,8.88888888888889
"608",3.6,2.8,8.88888888888889
"609",3.6,3,8.88888888888889
"610",3.6,3.2,8.88888888888889
"611",3.6,3.4,7.77777777777778
"612",3.6,3.6,7.77777777777778
"613",3.6,3.8,7.77777777777778
"614",3.6,4,7.77777777777778
"615",3.6,4.2,7.77777777777778
"616",3.6,4.4,7.77777777777778
"617",3.6,4.6,7.77777777777778
"618",3.6,4.8,7.77777777777778
"619",3.6,5,7.77777777777778
"620",3.6,5.2,7.77777777777778
"621",3.6,5.4,7.77777777777778
"622",3.6,5.6,6.66666666666667
"623",3.6,5.8,6.66666666666667
"624",3.6,6,6.66666666666667
"625",3.6,6.2,6.66666666666667
"626",3.6,6.4,6.66666666666667
"627",3.6,6.6,6.66666666666667
"628",3.6,6.8,6.66666666666667
"629",3.6,7,6.66666666666667
"630",3.6,7.2,6.66666666666667
"631",3.6,7.4,6.66666666666667
"632",3.6,7.6,6.66666666666667
"633",3.6,7.8,6.66666666666667
"634",3.6,8,6.66666666666667
"635",3.6,8.2,6.66666666666667
"636",3.6,8.4,6.66666666666667
"637",3.6,8.6,6.66666666666667
"638",3.6,8.8,6.66666666666667
"639",3.6,9,6.66666666666667
"640",3.6,9.2,6.66666666666667
"641",3.6,9.4,6.66666666666667
"642",3.6,9.6,6.66666666666667
"643",3.6,9.8,6.66666666666667
"644",3.6,10,6.66666666666667
"645",3.8,1,14.7368421052632
"646",3.8,1.2,12.6315789473684
"647",3.8,1.4,11.5789473684211
"648",3.8,1.6,10.5263157894737
"649",3.8,1.8,10.5263157894737
"650",3.8,2,9.47368421052632
"651",3.8,2.2,9.47368421052632
"652",3.8,2.4,9.47368421052632
"653",3.8,2.6,8.42105263157895
"654",3.8,2.8,8.42105263157895
"655",3.8,3,8.42105263157895
"656",3.8,3.2,8.42105263157895
"657",3.8,3.4,8.42105263157895
"658",3.8,3.6,7.36842105263158
"659",3.8,3.8,7.36842105263158
"660",3.8,4,7.36842105263158
"661",3.8,4.2,7.36842105263158
"662",3.8,4.4,7.36842105263158
"663",3.8,4.6,7.36842105263158
"664",3.8,4.8,7.36842105263158
"665",3.8,5,7.36842105263158
"666",3.8,5.2,7.36842105263158
"667",3.8,5.4,7.36842105263158
"668",3.8,5.6,7.36842105263158
"669",3.8,5.8,6.31578947368421
"670",3.8,6,6.31578947368421
"671",3.8,6.2,6.31578947368421
"672",3.8,6.4,6.31578947368421
"673",3.8,6.6,6.31578947368421
"674",3.8,6.8,6.31578947368421
"675",3.8,7,6.31578947368421
"676",3.8,7.2,6.31578947368421
"677",3.8,7.4,6.31578947368421
"678",3.8,7.6,6.31578947368421
"679",3.8,7.8,6.31578947368421
"680",3.8,8,6.31578947368421
"681",3.8,8.2,6.31578947368421
"682",3.8,8.4,6.31578947368421
"683",3.8,8.6,6.31578947368421
"684",3.8,8.8,6.31578947368421
"685",3.8,9,6.31578947368421
"686",3.8,9.2,6.31578947368421
"687",3.8,9.4,6.31578947368421
"688",3.8,9.6,6.31578947368421
"689",3.8,9.8,6.31578947368421
"690",3.8,10,6.31578947368421
"691",4,1,13.75
"692",4,1.2,12.5
"693",4,1.4,11.25
"694",4,1.6,11.25
"695",4,1.8,10
"696",4,2,10
"697",4,2.2,8.75
"698",4,2.4,8.75
"699",4,2.6,8.75
"700",4,2.8,8.75
"701",4,3,8.75
"702",4,3.2,7.5
"703",4,3.4,7.5
"704",4,3.6,7.5
"705",4,3.8,7.5
"706",4,4,7.5
"707",4,4.2,7.5
"708",4,4.4,7.5
"709",4,4.6,7.5
"710",4,4.8,7.5
"711",4,5,7.5
"712",4,5.2,6.25
"713",4,5.4,6.25
"714",4,5.6,6.25
"715",4,5.8,6.25
"716",4,6,6.25
"717",4,6.2,6.25
"718",4,6.4,6.25
"719",4,6.6,6.25
"720",4,6.8,6.25
"721",4,7,6.25
"722",4,7.2,6.25
"723",4,7.4,6.25
"724",4,7.6,6.25
"725",4,7.8,6.25
"726",4,8,6.25
"727",4,8.2,6.25
"728",4,8.4,6.25
"729",4,8.6,6.25
"730",4,8.8,6.25
"731",4,9,6.25
"732",4,9.2,6.25
"733",4,9.4,6.25
"734",4,9.6,6.25
"735",4,9.8,6.25
"736",4,10,6.25
"737",4.2,1,14.2857142857143
"738",4.2,1.2,11.9047619047619
"739",4.2,1.4,11.9047619047619
"740",4.2,1.6,10.7142857142857
"741",4.2,1.8,9.52380952380952
"742",4.2,2,9.52380952380952
"743",4.2,2.2,9.52380952380952
"744",4.2,2.4,8.33333333333333
"745",4.2,2.6,8.33333333333333
"746",4.2,2.8,8.33333333333333
"747",4.2,3,8.33333333333333
"748",4.2,3.2,7.14285714285714
"749",4.2,3.4,7.14285714285714
"750",4.2,3.6,7.14285714285714
"751",4.2,3.8,7.14285714285714
"752",4.2,4,7.14285714285714
"753",4.2,4.2,7.14285714285714
"754",4.2,4.4,7.14285714285714
"755",4.2,4.6,7.14285714285714
"756",4.2,4.8,7.14285714285714
"757",4.2,5,7.14285714285714
"758",4.2,5.2,7.14285714285714
"759",4.2,5.4,7.14285714285714
"760",4.2,5.6,5.95238095238095
"761",4.2,5.8,5.95238095238095
"762",4.2,6,5.95238095238095
"763",4.2,6.2,5.95238095238095
"764",4.2,6.4,5.95238095238095
"765",4.2,6.6,5.95238095238095
"766",4.2,6.8,5.95238095238095
"767",4.2,7,5.95238095238095
"768",4.2,7.2,5.95238095238095
"769",4.2,7.4,5.95238095238095
"770",4.2,7.6,5.95238095238095
"771",4.2,7.8,5.95238095238095
"772",4.2,8,5.95238095238095
"773",4.2,8.2,5.95238095238095
"774",4.2,8.4,5.95238095238095
"775",4.2,8.6,5.95238095238095
"776",4.2,8.8,5.95238095238095
"777",4.2,9,5.95238095238095
"778",4.2,9.2,5.95238095238095
"779",4.2,9.4,5.95238095238095
"780",4.2,9.6,5.95238095238095
"781",4.2,9.8,5.95238095238095
"782",4.2,10,5.95238095238095
"783",4.4,1,13.6363636363636
"784",4.4,1.2,12.5
"785",4.4,1.4,11.3636363636364
"786",4.4,1.6,10.2272727272727
"787",4.4,1.8,9.09090909090909
"788",4.4,2,9.09090909090909
"789",4.4,2.2,9.09090909090909
"790",4.4,2.4,7.95454545454546
"791",4.4,2.6,7.95454545454546
"792",4.4,2.8,7.95454545454546
"793",4.4,3,7.95454545454546
"794",4.4,3.2,7.95454545454546
"795",4.4,3.4,6.81818181818182
"796",4.4,3.6,6.81818181818182
"797",4.4,3.8,6.81818181818182
"798",4.4,4,6.81818181818182
"799",4.4,4.2,6.81818181818182
"800",4.4,4.4,6.81818181818182
"801",4.4,4.6,6.81818181818182
"802",4.4,4.8,6.81818181818182
"803",4.4,5,6.81818181818182
"804",4.4,5.2,6.81818181818182
"805",4.4,5.4,6.81818181818182
"806",4.4,5.6,6.81818181818182
"807",4.4,5.8,5.68181818181818
"808",4.4,6,5.68181818181818
"809",4.4,6.2,5.68181818181818
"810",4.4,6.4,5.68181818181818
"811",4.4,6.6,5.68181818181818
"812",4.4,6.8,5.68181818181818
"813",4.4,7,5.68181818181818
"814",4.4,7.2,5.68181818181818
"815",4.4,7.4,5.68181818181818
"816",4.4,7.6,5.68181818181818
"817",4.4,7.8,5.68181818181818
"818",4.4,8,5.68181818181818
"819",4.4,8.2,5.68181818181818
"820",4.4,8.4,5.68181818181818
"821",4.4,8.6,5.68181818181818
"822",4.4,8.8,5.68181818181818
"823",4.4,9,5.68181818181818
"824",4.4,9.2,5.68181818181818
"825",4.4,9.4,5.68181818181818
"826",4.4,9.6,5.68181818181818
"827",4.4,9.8,5.68181818181818
"828",4.4,10,5.68181818181818
"829",4.6,1,13.0434782608696
"830",4.6,1.2,11.9565217391304
"831",4.6,1.4,10.8695652173913
"832",4.6,1.6,9.78260869565218
"833",4.6,1.8,9.78260869565218
"834",4.6,2,8.69565217391304
"835",4.6,2.2,8.69565217391304
"836",4.6,2.4,8.69565217391304
"837",4.6,2.6,7.60869565217391
"838",4.6,2.8,7.60869565217391
"839",4.6,3,7.60869565217391
"840",4.6,3.2,7.60869565217391
"841",4.6,3.4,7.60869565217391
"842",4.6,3.6,6.52173913043478
"843",4.6,3.8,6.52173913043478
"844",4.6,4,6.52173913043478
"845",4.6,4.2,6.52173913043478
"846",4.6,4.4,6.52173913043478
"847",4.6,4.6,6.52173913043478
"848",4.6,4.8,6.52173913043478
"849",4.6,5,6.52173913043478
"850",4.6,5.2,6.52173913043478
"851",4.6,5.4,6.52173913043478
"852",4.6,5.6,6.52173913043478
"853",4.6,5.8,6.52173913043478
"854",4.6,6,5.43478260869565
"855",4.6,6.2,5.43478260869565
"856",4.6,6.4,5.43478260869565
"857",4.6,6.6,5.43478260869565
"858",4.6,6.8,5.43478260869565
"859",4.6,7,5.43478260869565
"860",4.6,7.2,5.43478260869565
"861",4.6,7.4,5.43478260869565
"862",4.6,7.6,5.43478260869565
"863",4.6,7.8,5.43478260869565
"864",4.6,8,5.43478260869565
"865",4.6,8.2,5.43478260869565
"866",4.6,8.4,5.43478260869565
"867",4.6,8.6,5.43478260869565
"868",4.6,8.8,5.43478260869565
"869",4.6,9,5.43478260869565
"870",4.6,9.2,5.43478260869565
"871",4.6,9.4,5.43478260869565
"872",4.6,9.6,5.43478260869565
"873",4.6,9.8,5.43478260869565
"874",4.6,10,5.43478260869565
"875",4.8,1,13.5416666666667
"876",4.8,1.2,11.4583333333333
"877",4.8,1.4,10.4166666666667
"878",4.8,1.6,10.4166666666667
"879",4.8,1.8,9.375
"880",4.8,2,8.33333333333333
"881",4.8,2.2,8.33333333333333
"882",4.8,2.4,8.33333333333333
"883",4.8,2.6,7.29166666666666
"884",4.8,2.8,7.29166666666666
"885",4.8,3,7.29166666666666
"886",4.8,3.2,7.29166666666666
"887",4.8,3.4,7.29166666666666
"888",4.8,3.6,7.29166666666666
"889",4.8,3.8,6.25
"890",4.8,4,6.25
"891",4.8,4.2,6.25
"892",4.8,4.4,6.25
"893",4.8,4.6,6.25
"894",4.8,4.8,6.25
"895",4.8,5,6.25
"896",4.8,5.2,6.25
"897",4.8,5.4,6.25
"898",4.8,5.6,6.25
"899",4.8,5.8,6.25
"900",4.8,6,6.25
"901",4.8,6.2,5.20833333333333
"902",4.8,6.4,5.20833333333333
"903",4.8,6.6,5.20833333333333
"904",4.8,6.8,5.20833333333333
"905",4.8,7,5.20833333333333
"906",4.8,7.2,5.20833333333333
"907",4.8,7.4,5.20833333333333
"908",4.8,7.6,5.20833333333333
"909",4.8,7.8,5.20833333333333
"910",4.8,8,5.20833333333333
"911",4.8,8.2,5.20833333333333
"912",4.8,8.4,5.20833333333333
"913",4.8,8.6,5.20833333333333
"914",4.8,8.8,5.20833333333333
"915",4.8,9,5.20833333333333
"916",4.8,9.2,5.20833333333333
"917",4.8,9.4,5.20833333333333
"918",4.8,9.6,5.20833333333333
"919",4.8,9.8,5.20833333333333
"920",4.8,10,5.20833333333333
"921",5,1,13.2
"922",5,1.2,12
"923",5,1.4,10.8
"924",5,1.6,9.6
"925",5,1.8,9.6
"926",5,2,8.4
"927",5,2.2,8.4
"928",5,2.4,8.4
"929",5,2.6,7.2
"930",5,2.8,7.2
"931",5,3,7.2
"932",5,3.2,7.2
"933",5,3.4,7.2
"934",5,3.6,7.2
"935",5,3.8,6
"936",5,4,6
"937",5,4.2,6
"938",5,4.4,6
"939",5,4.6,6
"940",5,4.8,6
"941",5,5,6
"942",5,5.2,6
"943",5,5.4,6
"944",5,5.6,6
"945",5,5.8,6
"946",5,6,6
"947",5,6.2,6
"948",5,6.4,6
"949",5,6.6,6
"950",5,6.8,6
"951",5,7,6
"952",5,7.2,6
"953",5,7.4,6
"954",5,7.6,4.8
"955",5,7.8,4.8
"956",5,8,4.8
"957",5,8.2,4.8
"958",5,8.4,4.8
"959",5,8.6,4.8
"960",5,8.8,4.8
"961",5,9,4.8
"962",5,9.2,4.8
"963",5,9.4,4.8
"964",5,9.6,4.8
"965",5,9.8,4.8
"966",5,10,4.8
"967",5.2,1,12.6923076923077
"968",5.2,1.2,11.5384615384615
"969",5.2,1.4,10.3846153846154
"970",5.2,1.6,9.23076923076923
"971",5.2,1.8,9.23076923076923
"972",5.2,2,8.07692307692308
"973",5.2,2.2,8.07692307692308
"974",5.2,2.4,8.07692307692308
"975",5.2,2.6,6.92307692307693
"976",5.2,2.8,6.92307692307693
"977",5.2,3,6.92307692307693
"978",5.2,3.2,6.92307692307693
"979",5.2,3.4,6.92307692307693
"980",5.2,3.6,6.92307692307693
"981",5.2,3.8,6.92307692307693
"982",5.2,4,5.76923076923077
"983",5.2,4.2,5.76923076923077
"984",5.2,4.4,5.76923076923077
"985",5.2,4.6,5.76923076923077
"986",5.2,4.8,5.76923076923077
"987",5.2,5,5.76923076923077
"988",5.2,5.2,5.76923076923077
"989",5.2,5.4,5.76923076923077
"990",5.2,5.6,5.76923076923077
"991",5.2,5.8,5.76923076923077
"992",5.2,6,5.76923076923077
"993",5.2,6.2,5.76923076923077
"994",5.2,6.4,5.76923076923077
"995",5.2,6.6,5.76923076923077
"996",5.2,6.8,5.76923076923077
"997",5.2,7,5.76923076923077
"998",5.2,7.2,5.76923076923077
"999",5.2,7.4,5.76923076923077
"1000",5.2,7.6,5.76923076923077
"1001",5.2,7.8,4.61538461538462
"1002",5.2,8,4.61538461538462
"1003",5.2,8.2,4.61538461538462
"1004",5.2,8.4,4.61538461538462
"1005",5.2,8.6,4.61538461538462
"1006",5.2,8.8,4.61538461538462
"1007",5.2,9,4.61538461538462
"1008",5.2,9.2,4.61538461538462
"1009",5.2,9.4,4.61538461538462
"1010",5.2,9.6,4.61538461538462
"1011",5.2,9.8,4.61538461538462
"1012",5.2,10,4.61538461538462
"1013",5.4,1,13.3333333333333
"1014",5.4,1.2,11.1111111111111
"1015",5.4,1.4,10
"1016",5.4,1.6,10
"1017",5.4,1.8,8.88888888888889
"1018",5.4,2,8.88888888888889
"1019",5.4,2.2,7.77777777777778
"1020",5.4,2.4,7.77777777777778
"1021",5.4,2.6,7.77777777777778
"1022",5.4,2.8,6.66666666666667
"1023",5.4,3,6.66666666666667
"1024",5.4,3.2,6.66666666666667
"1025",5.4,3.4,6.66666666666667
"1026",5.4,3.6,6.66666666666667
"1027",5.4,3.8,6.66666666666667
"1028",5.4,4,6.66666666666667
"1029",5.4,4.2,5.55555555555555
"1030",5.4,4.4,5.55555555555555
"1031",5.4,4.6,5.55555555555555
"1032",5.4,4.8,5.55555555555555
"1033",5.4,5,5.55555555555555
"1034",5.4,5.2,5.55555555555555
"1035",5.4,5.4,5.55555555555555
"1036",5.4,5.6,5.55555555555555
"1037",5.4,5.8,5.55555555555555
"1038",5.4,6,5.55555555555555
"1039",5.4,6.2,5.55555555555555
"1040",5.4,6.4,5.55555555555555
"1041",5.4,6.6,5.55555555555555
"1042",5.4,6.8,5.55555555555555
"1043",5.4,7,5.55555555555555
"1044",5.4,7.2,5.55555555555555
"1045",5.4,7.4,5.55555555555555
"1046",5.4,7.6,5.55555555555555
"1047",5.4,7.8,5.55555555555555
"1048",5.4,8,5.55555555555555
"1049",5.4,8.2,4.44444444444444
"1050",5.4,8.4,4.44444444444444
"1051",5.4,8.6,4.44444444444444
"1052",5.4,8.8,4.44444444444444
"1053",5.4,9,4.44444444444444
"1054",5.4,9.2,4.44444444444444
"1055",5.4,9.4,4.44444444444444
"1056",5.4,9.6,4.44444444444444
"1057",5.4,9.8,4.44444444444444
"1058",5.4,10,4.44444444444444
"1059",5.6,1,12.8571428571429
"1060",5.6,1.2,10.7142857142857
"1061",5.6,1.4,9.64285714285715
"1062",5.6,1.6,9.64285714285715
"1063",5.6,1.8,8.57142857142857
"1064",5.6,2,8.57142857142857
"1065",5.6,2.2,7.5
"1066",5.6,2.4,7.5
"1067",5.6,2.6,7.5
"1068",5.6,2.8,7.5
"1069",5.6,3,6.42857142857143
"1070",5.6,3.2,6.42857142857143
"1071",5.6,3.4,6.42857142857143
"1072",5.6,3.6,6.42857142857143
"1073",5.6,3.8,6.42857142857143
"1074",5.6,4,6.42857142857143
"1075",5.6,4.2,6.42857142857143
"1076",5.6,4.4,5.35714285714286
"1077",5.6,4.6,5.35714285714286
"1078",5.6,4.8,5.35714285714286
"1079",5.6,5,5.35714285714286
