"","papers","ifact","years"
"868",4.6,8.8,4.34782608695652
"869",4.6,9,4.34782608695652
"870",4.6,9.2,4.34782608695652
"871",4.6,9.4,4.34782608695652
"872",4.6,9.6,4.34782608695652
"873",4.6,9.8,4.34782608695652
"874",4.6,10,4.34782608695652
"875",4.8,1,5.20833333333333
"876",4.8,1.2,5.20833333333333
"877",4.8,1.4,5.20833333333333
"878",4.8,1.6,5.20833333333333
"879",4.8,1.8,5.20833333333333
"880",4.8,2,5.20833333333333
"881",4.8,2.2,5.20833333333333
"882",4.8,2.4,5.20833333333333
"883",4.8,2.6,5.20833333333333
"884",4.8,2.8,5.20833333333333
"885",4.8,3,5.20833333333333
"886",4.8,3.2,5.20833333333333
"887",4.8,3.4,5.20833333333333
"888",4.8,3.6,5.20833333333333
"889",4.8,3.8,5.20833333333333
"890",4.8,4,5.20833333333333
"891",4.8,4.2,5.20833333333333
"892",4.8,4.4,5.20833333333333
"893",4.8,4.6,5.20833333333333
"894",4.8,4.8,5.20833333333333
"895",4.8,5,5.20833333333333
"896",4.8,5.2,5.20833333333333
"897",4.8,5.4,5.20833333333333
"898",4.8,5.6,5.20833333333333
"899",4.8,5.8,5.20833333333333
"900",4.8,6,5.20833333333333
"901",4.8,6.2,5.20833333333333
"902",4.8,6.4,5.20833333333333
"903",4.8,6.6,5.20833333333333
"904",4.8,6.8,5.20833333333333
"905",4.8,7,5.20833333333333
"906",4.8,7.2,4.16666666666667
"907",4.8,7.4,4.16666666666667
"908",4.8,7.6,4.16666666666667
"909",4.8,7.8,4.16666666666667
"910",4.8,8,4.16666666666667
"911",4.8,8.2,4.16666666666667
"912",4.8,8.4,4.16666666666667
"913",4.8,8.6,4.16666666666667
"914",4.8,8.8,4.16666666666667
"915",4.8,9,4.16666666666667
"916",4.8,9.2,4.16666666666667
"917",4.8,9.4,4.16666666666667
"918",4.8,9.6,4.16666666666667
"919",4.8,9.8,4.16666666666667
"920",4.8,10,4.16666666666667
"921",5,1,4.8
"922",5,1.2,4.8
"923",5,1.4,4.8
"924",5,1.6,4.8
"925",5,1.8,4.8
"926",5,2,4.8
"927",5,2.2,4.8
"928",5,2.4,4.8
"929",5,2.6,4.8
"930",5,2.8,4.8
"931",5,3,4.8
"932",5,3.2,4.8
"933",5,3.4,4.8
"934",5,3.6,4.8
"935",5,3.8,4.8
"936",5,4,4.8
"937",5,4.2,4.8
"938",5,4.4,4.8
"939",5,4.6,4.8
"940",5,4.8,4.8
"941",5,5,4.8
"942",5,5.2,4.8
"943",5,5.4,4.8
"944",5,5.6,4.8
"945",5,5.8,4.8
"946",5,6,4.8
"947",5,6.2,4.8
"948",5,6.4,4.8
"949",5,6.6,4.8
"950",5,6.8,4.8
"951",5,7,4.8
"952",5,7.2,4.8
"953",5,7.4,4.8
"954",5,7.6,4.8
"955",5,7.8,4.8
"956",5,8,4.8
"957",5,8.2,4.8
"958",5,8.4,4.8
"959",5,8.6,4.8
"960",5,8.8,4.8
"961",5,9,4.8
"962",5,9.2,4.8
"963",5,9.4,4.8
"964",5,9.6,4.8
"965",5,9.8,4.8
"966",5,10,4.8
"967",5.2,1,4.61538461538462
"968",5.2,1.2,4.61538461538462
"969",5.2,1.4,4.61538461538462
"970",5.2,1.6,4.61538461538462
"971",5.2,1.8,4.61538461538462
"972",5.2,2,4.61538461538462
"973",5.2,2.2,4.61538461538462
"974",5.2,2.4,4.61538461538462
"975",5.2,2.6,4.61538461538462
"976",5.2,2.8,4.61538461538462
"977",5.2,3,4.61538461538462
"978",5.2,3.2,4.61538461538462
"979",5.2,3.4,4.61538461538462
"980",5.2,3.6,4.61538461538462
"981",5.2,3.8,4.61538461538462
"982",5.2,4,4.61538461538462
"983",5.2,4.2,4.61538461538462
"984",5.2,4.4,4.61538461538462
"985",5.2,4.6,4.61538461538462
"986",5.2,4.8,4.61538461538462
"987",5.2,5,4.61538461538462
"988",5.2,5.2,4.61538461538462
"989",5.2,5.4,4.61538461538462
"990",5.2,5.6,4.61538461538462
"991",5.2,5.8,4.61538461538462
"992",5.2,6,4.61538461538462
"993",5.2,6.2,4.61538461538462
"994",5.2,6.4,4.61538461538462
"995",5.2,6.6,4.61538461538462
"996",5.2,6.8,4.61538461538462
"997",5.2,7,4.61538461538462
"998",5.2,7.2,4.61538461538462
"999",5.2,7.4,4.61538461538462
"1000",5.2,7.6,4.61538461538462
"1001",5.2,7.8,4.61538461538462
"1002",5.2,8,4.61538461538462
"1003",5.2,8.2,4.61538461538462
"1004",5.2,8.4,4.61538461538462
"1005",5.2,8.6,4.61538461538462
"1006",5.2,8.8,4.61538461538462
"1007",5.2,9,4.61538461538462
"1008",5.2,9.2,4.61538461538462
"1009",5.2,9.4,4.61538461538462
"1010",5.2,9.6,4.61538461538462
"1011",5.2,9.8,4.61538461538462
"1012",5.2,10,4.61538461538462
"1013",5.4,1,4.44444444444444
"1014",5.4,1.2,4.44444444444444
"1015",5.4,1.4,4.44444444444444
"1016",5.4,1.6,4.44444444444444
"1017",5.4,1.8,4.44444444444444
"1018",5.4,2,4.44444444444444
"1019",5.4,2.2,4.44444444444444
"1020",5.4,2.4,4.44444444444444
"1021",5.4,2.6,4.44444444444444
"1022",5.4,2.8,4.44444444444444
"1023",5.4,3,4.44444444444444
"1024",5.4,3.2,4.44444444444444
"1025",5.4,3.4,4.44444444444444
"1026",5.4,3.6,4.44444444444444
"1027",5.4,3.8,4.44444444444444
"1028",5.4,4,4.44444444444444
"1029",5.4,4.2,4.44444444444444
"1030",5.4,4.4,4.44444444444444
"1031",5.4,4.6,4.44444444444444
"1032",5.4,4.8,4.44444444444444
"1033",5.4,5,4.44444444444444
"1034",5.4,5.2,4.44444444444444
"1035",5.4,5.4,4.44444444444444
"1036",5.4,5.6,4.44444444444444
"1037",5.4,5.8,4.44444444444444
"1038",5.4,6,4.44444444444444
"1039",5.4,6.2,4.44444444444444
"1040",5.4,6.4,4.44444444444444
"1041",5.4,6.6,4.44444444444444
"1042",5.4,6.8,4.44444444444444
"1043",5.4,7,4.44444444444444
"1044",5.4,7.2,4.44444444444444
"1045",5.4,7.4,4.44444444444444
"1046",5.4,7.6,4.44444444444444
"1047",5.4,7.8,4.44444444444444
"1048",5.4,8,4.44444444444444
"1049",5.4,8.2,4.44444444444444
"1050",5.4,8.4,4.44444444444444
"1051",5.4,8.6,4.44444444444444
"1052",5.4,8.8,4.44444444444444
"1053",5.4,9,4.44444444444444
"1054",5.4,9.2,4.44444444444444
"1055",5.4,9.4,4.44444444444444
"1056",5.4,9.6,4.44444444444444
"1057",5.4,9.8,4.44444444444444
"1058",5.4,10,4.44444444444444
"1059",5.6,1,4.28571428571428
"1060",5.6,1.2,4.28571428571428
"1061",5.6,1.4,4.28571428571428
"1062",5.6,1.6,4.28571428571428
"1063",5.6,1.8,4.28571428571428
"1064",5.6,2,4.28571428571428
"1065",5.6,2.2,4.28571428571428
"1066",5.6,2.4,4.28571428571428
"1067",5.6,2.6,4.28571428571428
"1068",5.6,2.8,4.28571428571428
"1069",5.6,3,4.28571428571428
"1070",5.6,3.2,4.28571428571428
"1071",5.6,3.4,4.28571428571428
"1072",5.6,3.6,4.28571428571428
"1073",5.6,3.8,4.28571428571428
"1074",5.6,4,4.28571428571428
"1075",5.6,4.2,4.28571428571428
"1076",5.6,4.4,4.28571428571428
"1077",5.6,4.6,4.28571428571428
"1078",5.6,4.8,4.28571428571428
"1079",5.6,5,4.28571428571428
"1080",5.6,5.2,4.28571428571428
"1081",5.6,5.4,4.28571428571428
"1082",5.6,5.6,4.28571428571428
"1083",5.6,5.8,4.28571428571428
"1084",5.6,6,4.28571428571428
"1085",5.6,6.2,4.28571428571428
"1086",5.6,6.4,4.28571428571428
"1087",5.6,6.6,4.28571428571428
"1088",5.6,6.8,4.28571428571428
"1089",5.6,7,4.28571428571428
"1090",5.6,7.2,4.28571428571428
"1091",5.6,7.4,4.28571428571428
"1092",5.6,7.6,4.28571428571428
"1093",5.6,7.8,4.28571428571428
"1094",5.6,8,4.28571428571428
"1095",5.6,8.2,4.28571428571428
"1096",5.6,8.4,4.28571428571428
"1097",5.6,8.6,4.28571428571428
"1098",5.6,8.8,4.28571428571428
"1099",5.6,9,4.28571428571428
"1100",5.6,9.2,4.28571428571428
"1101",5.6,9.4,4.28571428571428
"1102",5.6,9.6,4.28571428571428
"1103",5.6,9.8,4.28571428571428
"1104",5.6,10,4.28571428571428
"1105",5.8,1,4.13793103448276
"1106",5.8,1.2,4.13793103448276
"1107",5.8,1.4,4.13793103448276
"1108",5.8,1.6,4.13793103448276
"1109",5.8,1.8,4.13793103448276
"1110",5.8,2,4.13793103448276
"1111",5.8,2.2,4.13793103448276
"1112",5.8,2.4,4.13793103448276
"1113",5.8,2.6,4.13793103448276
"1114",5.8,2.8,4.13793103448276
"1115",5.8,3,4.13793103448276
"1116",5.8,3.2,4.13793103448276
"1117",5.8,3.4,4.13793103448276
"1118",5.8,3.6,4.13793103448276
"1119",5.8,3.8,4.13793103448276
"1120",5.8,4,4.13793103448276
"1121",5.8,4.2,4.13793103448276
"1122",5.8,4.4,4.13793103448276
"1123",5.8,4.6,4.13793103448276
"1124",5.8,4.8,4.13793103448276
"1125",5.8,5,4.13793103448276
"1126",5.8,5.2,4.13793103448276
"1127",5.8,5.4,4.13793103448276
"1128",5.8,5.6,4.13793103448276
"1129",5.8,5.8,4.13793103448276
"1130",5.8,6,4.13793103448276
"1131",5.8,6.2,4.13793103448276
"1132",5.8,6.4,4.13793103448276
"1133",5.8,6.6,4.13793103448276
"1134",5.8,6.8,4.13793103448276
"1135",5.8,7,4.13793103448276
"1136",5.8,7.2,4.13793103448276
"1137",5.8,7.4,4.13793103448276
"1138",5.8,7.6,4.13793103448276
"1139",5.8,7.8,4.13793103448276
"1140",5.8,8,4.13793103448276
"1141",5.8,8.2,4.13793103448276
"1142",5.8,8.4,4.13793103448276
"1143",5.8,8.6,4.13793103448276
"1144",5.8,8.8,4.13793103448276
"1145",5.8,9,4.13793103448276
"1146",5.8,9.2,4.13793103448276
"1147",5.8,9.4,4.13793103448276
"1148",5.8,9.6,4.13793103448276
"1149",5.8,9.8,4.13793103448276
"1150",5.8,10,4.13793103448276
"1151",6,1,4.66666666666667
"1152",6,1.2,4.66666666666667
"1153",6,1.4,4.66666666666667
"1154",6,1.6,4.66666666666667
"1155",6,1.8,4.66666666666667
"1156",6,2,4.66666666666667
"1157",6,2.2,4.66666666666667
"1158",6,2.4,4.66666666666667
"1159",6,2.6,4.66666666666667
"1160",6,2.8,4.66666666666667
"1161",6,3,4.66666666666667
"1162",6,3.2,3.5
"1163",6,3.4,3.5
"1164",6,3.6,3.5
"1165",6,3.8,3.5
"1166",6,4,3.5
"1167",6,4.2,3.5
"1168",6,4.4,3.5
"1169",6,4.6,3.5
"1170",6,4.8,3.5
"1171",6,5,3.5
"1172",6,5.2,3.5
"1173",6,5.4,3.5
"1174",6,5.6,3.5
"1175",6,5.8,3.5
"1176",6,6,3.5
"1177",6,6.2,3.5
"1178",6,6.4,3.5
"1179",6,6.6,3.5
"1180",6,6.8,3.5
"1181",6,7,3.5
"1182",6,7.2,3.5
"1183",6,7.4,3.5
"1184",6,7.6,3.5
"1185",6,7.8,3.5
"1186",6,8,3.5
"1187",6,8.2,3.5
"1188",6,8.4,3.5
"1189",6,8.6,3.5
"1190",6,8.8,3.5
"1191",6,9,3.5
"1192",6,9.2,3.5
"1193",6,9.4,3.5
"1194",6,9.6,3.5
"1195",6,9.8,3.5
"1196",6,10,3.5
"1197",6.2,1,4.51612903225806
"1198",6.2,1.2,4.51612903225806
"1199",6.2,1.4,4.51612903225806
"1200",6.2,1.6,4.51612903225806
"1201",6.2,1.8,4.51612903225806
"1202",6.2,2,4.51612903225806
"1203",6.2,2.2,4.51612903225806
"1204",6.2,2.4,4.51612903225806
"1205",6.2,2.6,4.51612903225806
"1206",6.2,2.8,4.51612903225806
"1207",6.2,3,4.51612903225806
"1208",6.2,3.2,3.38709677419355
"1209",6.2,3.4,3.38709677419355
"1210",6.2,3.6,3.38709677419355
"1211",6.2,3.8,3.38709677419355
"1212",6.2,4,3.38709677419355
"1213",6.2,4.2,3.38709677419355
"1214",6.2,4.4,3.38709677419355
"1215",6.2,4.6,3.38709677419355
"1216",6.2,4.8,3.38709677419355
"1217",6.2,5,3.38709677419355
"1218",6.2,5.2,3.38709677419355
"1219",6.2,5.4,3.38709677419355
"1220",6.2,5.6,3.38709677419355
"1221",6.2,5.8,3.38709677419355
"1222",6.2,6,3.38709677419355
"1223",6.2,6.2,3.38709677419355
"1224",6.2,6.4,3.38709677419355
"1225",6.2,6.6,3.38709677419355
"1226",6.2,6.8,3.38709677419355
"1227",6.2,7,3.38709677419355
"1228",6.2,7.2,3.38709677419355
"1229",6.2,7.4,3.38709677419355
"1230",6.2,7.6,3.38709677419355
"1231",6.2,7.8,3.38709677419355
"1232",6.2,8,3.38709677419355
"1233",6.2,8.2,3.38709677419355
"1234",6.2,8.4,3.38709677419355
"1235",6.2,8.6,3.38709677419355
"1236",6.2,8.8,3.38709677419355
"1237",6.2,9,3.38709677419355
"1238",6.2,9.2,3.38709677419355
"1239",6.2,9.4,3.38709677419355
"1240",6.2,9.6,3.38709677419355
"1241",6.2,9.8,3.38709677419355
"1242",6.2,10,3.38709677419355
"1243",6.4,1,4.375
"1244",6.4,1.2,4.375
"1245",6.4,1.4,4.375
"1246",6.4,1.6,4.375
"1247",6.4,1.8,4.375
"1248",6.4,2,4.375
"1249",6.4,2.2,4.375
"1250",6.4,2.4,4.375
"1251",6.4,2.6,4.375
"1252",6.4,2.8,4.375
"1253",6.4,3,4.375
"1254",6.4,3.2,4.375
"1255",6.4,3.4,3.28125
"1256",6.4,3.6,3.28125
"1257",6.4,3.8,3.28125
"1258",6.4,4,3.28125
"1259",6.4,4.2,3.28125
"1260",6.4,4.4,3.28125
"1261",6.4,4.6,3.28125
"1262",6.4,4.8,3.28125
"1263",6.4,5,3.28125
"1264",6.4,5.2,3.28125
"1265",6.4,5.4,3.28125
"1266",6.4,5.6,3.28125
"1267",6.4,5.8,3.28125
"1268",6.4,6,3.28125
"1269",6.4,6.2,3.28125
"1270",6.4,6.4,3.28125
"1271",6.4,6.6,3.28125
"1272",6.4,6.8,3.28125
"1273",6.4,7,3.28125
"1274",6.4,7.2,3.28125
"1275",6.4,7.4,3.28125
"1276",6.4,7.6,3.28125
"1277",6.4,7.8,3.28125
"1278",6.4,8,3.28125
"1279",6.4,8.2,3.28125
"1280",6.4,8.4,3.28125
"1281",6.4,8.6,3.28125
"1282",6.4,8.8,3.28125
"1283",6.4,9,3.28125
"1284",6.4,9.2,3.28125
"1285",6.4,9.4,3.28125
"1286",6.4,9.6,3.28125
"1287",6.4,9.8,3.28125
"1288",6.4,10,3.28125
"1289",6.6,1,4.24242424242424
"1290",6.6,1.2,4.24242424242424
"1291",6.6,1.4,4.24242424242424
"1292",6.6,1.6,4.24242424242424
"1293",6.6,1.8,4.24242424242424
"1294",6.6,2,4.24242424242424
"1295",6.6,2.2,4.24242424242424
"1296",6.6,2.4,4.24242424242424
"1297",6.6,2.6,4.24242424242424
"1298",6.6,2.8,4.24242424242424
"1299",6.6,3,4.24242424242424
"1300",6.6,3.2,4.24242424242424
"1301",6.6,3.4,3.18181818181818
"1302",6.6,3.6,3.18181818181818
"1303",6.6,3.8,3.18181818181818
"1304",6.6,4,3.18181818181818
"1305",6.6,4.2,3.18181818181818
"1306",6.6,4.4,3.18181818181818
"1307",6.6,4.6,3.18181818181818
"1308",6.6,4.8,3.18181818181818
"1309",6.6,5,3.18181818181818
"1310",6.6,5.2,3.18181818181818
"1311",6.6,5.4,3.18181818181818
"1312",6.6,5.6,3.18181818181818
"1313",6.6,5.8,3.18181818181818
"1314",6.6,6,3.18181818181818
"1315",6.6,6.2,3.18181818181818
"1316",6.6,6.4,3.18181818181818
"1317",6.6,6.6,3.18181818181818
"1318",6.6,6.8,3.18181818181818
"1319",6.6,7,3.18181818181818
"1320",6.6,7.2,3.18181818181818
"1321",6.6,7.4,3.18181818181818
"1322",6.6,7.6,3.18181818181818
"1323",6.6,7.8,3.18181818181818
"1324",6.6,8,3.18181818181818
"1325",6.6,8.2,3.18181818181818
"1326",6.6,8.4,3.18181818181818
"1327",6.6,8.6,3.18181818181818
"1328",6.6,8.8,3.18181818181818
"1329",6.6,9,3.18181818181818
"1330",6.6,9.2,3.18181818181818
"1331",6.6,9.4,3.18181818181818
"1332",6.6,9.6,3.18181818181818
"1333",6.6,9.8,3.18181818181818
"1334",6.6,10,3.18181818181818
"1335",6.8,1,4.11764705882353
"1336",6.8,1.2,4.11764705882353
"1337",6.8,1.4,4.11764705882353
"1338",6.8,1.6,4.11764705882353
"1339",6.8,1.8,4.11764705882353
"1340",6.8,2,4.11764705882353
"1341",6.8,2.2,4.11764705882353
"1342",6.8,2.4,4.11764705882353
"1343",6.8,2.6,4.11764705882353
"1344",6.8,2.8,4.11764705882353
"1345",6.8,3,4.11764705882353
"1346",6.8,3.2,4.11764705882353
"1347",6.8,3.4,4.11764705882353
"1348",6.8,3.6,3.08823529411765
"1349",6.8,3.8,3.08823529411765
"1350",6.8,4,3.08823529411765
"1351",6.8,4.2,3.08823529411765
"1352",6.8,4.4,3.08823529411765
"1353",6.8,4.6,3.08823529411765
"1354",6.8,4.8,3.08823529411765
"1355",6.8,5,3.08823529411765
"1356",6.8,5.2,3.08823529411765
"1357",6.8,5.4,3.08823529411765
"1358",6.8,5.6,3.08823529411765
"1359",6.8,5.8,3.08823529411765
"1360",6.8,6,3.08823529411765
"1361",6.8,6.2,3.08823529411765
"1362",6.8,6.4,3.08823529411765
"1363",6.8,6.6,3.08823529411765
"1364",6.8,6.8,3.08823529411765
"1365",6.8,7,3.08823529411765
"1366",6.8,7.2,3.08823529411765
"1367",6.8,7.4,3.08823529411765
"1368",6.8,7.6,3.08823529411765
"1369",6.8,7.8,3.08823529411765
"1370",6.8,8,3.08823529411765
"1371",6.8,8.2,3.08823529411765
"1372",6.8,8.4,3.08823529411765
"1373",6.8,8.6,3.08823529411765
"1374",6.8,8.8,3.08823529411765
"1375",6.8,9,3.08823529411765
"1376",6.8,9.2,3.08823529411765
"1377",6.8,9.4,3.08823529411765
"1378",6.8,9.6,3.08823529411765
"1379",6.8,9.8,3.08823529411765
"1380",6.8,10,3.08823529411765
"1381",7,1,3.42857142857143
"1382",7,1.2,3.42857142857143
"1383",7,1.4,3.42857142857143
"1384",7,1.6,3.42857142857143
"1385",7,1.8,3.42857142857143
"1386",7,2,3.42857142857143
"1387",7,2.2,3.42857142857143
"1388",7,2.4,3.42857142857143
"1389",7,2.6,3.42857142857143
"1390",7,2.8,3.42857142857143
"1391",7,3,3.42857142857143
"1392",7,3.2,3.42857142857143
"1393",7,3.4,3.42857142857143
"1394",7,3.6,3.42857142857143
"1395",7,3.8,3.42857142857143
"1396",7,4,3.42857142857143
"1397",7,4.2,3.42857142857143
"1398",7,4.4,3.42857142857143
"1399",7,4.6,3.42857142857143
"1400",7,4.8,3.42857142857143
"1401",7,5,3.42857142857143
"1402",7,5.2,3.42857142857143
"1403",7,5.4,3.42857142857143
"1404",7,5.6,3.42857142857143
"1405",7,5.8,3.42857142857143
"1406",7,6,3.42857142857143
"1407",7,6.2,3.42857142857143
"1408",7,6.4,3.42857142857143
"1409",7,6.6,3.42857142857143
"1410",7,6.8,3.42857142857143
"1411",7,7,3.42857142857143
"1412",7,7.2,3.42857142857143
"1413",7,7.4,3.42857142857143
"1414",7,7.6,3.42857142857143
"1415",7,7.8,3.42857142857143
"1416",7,8,3.42857142857143
"1417",7,8.2,3.42857142857143
"1418",7,8.4,3.42857142857143
"1419",7,8.6,3.42857142857143
"1420",7,8.8,3.42857142857143
"1421",7,9,3.42857142857143
"1422",7,9.2,3.42857142857143
"1423",7,9.4,3.42857142857143
"1424",7,9.6,3.42857142857143
"1425",7,9.8,3.42857142857143
"1426",7,10,3.42857142857143
"1427",7.2,1,3.33333333333333
"1428",7.2,1.2,3.33333333333333
"1429",7.2,1.4,3.33333333333333
"1430",7.2,1.6,3.33333333333333
"1431",7.2,1.8,3.33333333333333
"1432",7.2,2,3.33333333333333
"1433",7.2,2.2,3.33333333333333
"1434",7.2,2.4,3.33333333333333
"1435",7.2,2.6,3.33333333333333
"1436",7.2,2.8,3.33333333333333
"1437",7.2,3,3.33333333333333
"1438",7.2,3.2,3.33333333333333
"1439",7.2,3.4,3.33333333333333
"1440",7.2,3.6,3.33333333333333
"1441",7.2,3.8,3.33333333333333
"1442",7.2,4,3.33333333333333
"1443",7.2,4.2,3.33333333333333
"1444",7.2,4.4,3.33333333333333
"1445",7.2,4.6,3.33333333333333
"1446",7.2,4.8,3.33333333333333
"1447",7.2,5,3.33333333333333
"1448",7.2,5.2,3.33333333333333
"1449",7.2,5.4,3.33333333333333
"1450",7.2,5.6,3.33333333333333
"1451",7.2,5.8,3.33333333333333
"1452",7.2,6,3.33333333333333
"1453",7.2,6.2,3.33333333333333
"1454",7.2,6.4,3.33333333333333
"1455",7.2,6.6,3.33333333333333
"1456",7.2,6.8,3.33333333333333
"1457",7.2,7,3.33333333333333
"1458",7.2,7.2,3.33333333333333
"1459",7.2,7.4,3.33333333333333
"1460",7.2,7.6,3.33333333333333
"1461",7.2,7.8,3.33333333333333
"1462",7.2,8,3.33333333333333
"1463",7.2,8.2,3.33333333333333
"1464",7.2,8.4,3.33333333333333
"1465",7.2,8.6,3.33333333333333
"1466",7.2,8.8,3.33333333333333
"1467",7.2,9,3.33333333333333
"1468",7.2,9.2,3.33333333333333
"1469",7.2,9.4,3.33333333333333
"1470",7.2,9.6,3.33333333333333
"1471",7.2,9.8,3.33333333333333
"1472",7.2,10,3.33333333333333
"1473",7.4,1,3.24324324324324
"1474",7.4,1.2,3.24324324324324
"1475",7.4,1.4,3.24324324324324
"1476",7.4,1.6,3.24324324324324
"1477",7.4,1.8,3.24324324324324
"1478",7.4,2,3.24324324324324
"1479",7.4,2.2,3.24324324324324
"1480",7.4,2.4,3.24324324324324
"1481",7.4,2.6,3.24324324324324
"1482",7.4,2.8,3.24324324324324
"1483",7.4,3,3.24324324324324
"1484",7.4,3.2,3.24324324324324
"1485",7.4,3.4,3.24324324324324
"1486",7.4,3.6,3.24324324324324
"1487",7.4,3.8,3.24324324324324
"1488",7.4,4,3.24324324324324
"1489",7.4,4.2,3.24324324324324
"1490",7.4,4.4,3.24324324324324
"1491",7.4,4.6,3.24324324324324
"1492",7.4,4.8,3.24324324324324
"1493",7.4,5,3.24324324324324
"1494",7.4,5.2,3.24324324324324
"1495",7.4,5.4,3.24324324324324
"1496",7.4,5.6,3.24324324324324
"1497",7.4,5.8,3.24324324324324
"1498",7.4,6,3.24324324324324
"1499",7.4,6.2,3.24324324324324
"1500",7.4,6.4,3.24324324324324
"1501",7.4,6.6,3.24324324324324
"1502",7.4,6.8,3.24324324324324
"1503",7.4,7,3.24324324324324
"1504",7.4,7.2,3.24324324324324
"1505",7.4,7.4,3.24324324324324
"1506",7.4,7.6,3.24324324324324
"1507",7.4,7.8,3.24324324324324
"1508",7.4,8,3.24324324324324
"1509",7.4,8.2,3.24324324324324
"1510",7.4,8.4,3.24324324324324
"1511",7.4,8.6,3.24324324324324
"1512",7.4,8.8,3.24324324324324
"1513",7.4,9,3.24324324324324
"1514",7.4,9.2,3.24324324324324
"1515",7.4,9.4,3.24324324324324
"1516",7.4,9.6,3.24324324324324
"1517",7.4,9.8,3.24324324324324
"1518",7.4,10,3.24324324324324
"1519",7.6,1,3.15789473684211
"1520",7.6,1.2,3.15789473684211
"1521",7.6,1.4,3.15789473684211
"1522",7.6,1.6,3.15789473684211
"1523",7.6,1.8,3.15789473684211
"1524",7.6,2,3.15789473684211
"1525",7.6,2.2,3.15789473684211
"1526",7.6,2.4,3.15789473684211
"1527",7.6,2.6,3.15789473684211
"1528",7.6,2.8,3.15789473684211
"1529",7.6,3,3.15789473684211
"1530",7.6,3.2,3.15789473684211
"1531",7.6,3.4,3.15789473684211
"1532",7.6,3.6,3.15789473684211
"1533",7.6,3.8,3.15789473684211
"1534",7.6,4,3.15789473684211
"1535",7.6,4.2,3.15789473684211
"1536",7.6,4.4,3.15789473684211
"1537",7.6,4.6,3.15789473684211
"1538",7.6,4.8,3.15789473684211
"1539",7.6,5,3.15789473684211
"1540",7.6,5.2,3.15789473684211
"1541",7.6,5.4,3.15789473684211
"1542",7.6,5.6,3.15789473684211
"1543",7.6,5.8,3.15789473684211
"1544",7.6,6,3.15789473684211
"1545",7.6,6.2,3.15789473684211
"1546",7.6,6.4,3.15789473684211
"1547",7.6,6.6,3.15789473684211
"1548",7.6,6.8,3.15789473684211
"1549",7.6,7,3.15789473684211
"1550",7.6,7.2,3.15789473684211
"1551",7.6,7.4,3.15789473684211
"1552",7.6,7.6,3.15789473684211
"1553",7.6,7.8,3.15789473684211
"1554",7.6,8,3.15789473684211
"1555",7.6,8.2,3.15789473684211
"1556",7.6,8.4,3.15789473684211
"1557",7.6,8.6,3.15789473684211
"1558",7.6,8.8,3.15789473684211
"1559",7.6,9,3.15789473684211
"1560",7.6,9.2,3.15789473684211
"1561",7.6,9.4,3.15789473684211
"1562",7.6,9.6,3.15789473684211
"1563",7.6,9.8,3.15789473684211
"1564",7.6,10,3.15789473684211
"1565",7.8,1,3.07692307692308
"1566",7.8,1.2,3.07692307692308
"1567",7.8,1.4,3.07692307692308
"1568",7.8,1.6,3.07692307692308
"1569",7.8,1.8,3.07692307692308
"1570",7.8,2,3.07692307692308
"1571",7.8,2.2,3.07692307692308
"1572",7.8,2.4,3.07692307692308
"1573",7.8,2.6,3.07692307692308
"1574",7.8,2.8,3.07692307692308
"1575",7.8,3,3.07692307692308
"1576",7.8,3.2,3.07692307692308
"1577",7.8,3.4,3.07692307692308
"1578",7.8,3.6,3.07692307692308
"1579",7.8,3.8,3.07692307692308
"1580",7.8,4,3.07692307692308
"1581",7.8,4.2,3.07692307692308
"1582",7.8,4.4,3.07692307692308
"1583",7.8,4.6,3.07692307692308
"1584",7.8,4.8,3.07692307692308
"1585",7.8,5,3.07692307692308
"1586",7.8,5.2,3.07692307692308
"1587",7.8,5.4,3.07692307692308
"1588",7.8,5.6,3.07692307692308
"1589",7.8,5.8,3.07692307692308
"1590",7.8,6,3.07692307692308
"1591",7.8,6.2,3.07692307692308
"1592",7.8,6.4,3.07692307692308
"1593",7.8,6.6,3.07692307692308
"1594",7.8,6.8,3.07692307692308
"1595",7.8,7,3.07692307692308
"1596",7.8,7.2,3.07692307692308
"1597",7.8,7.4,3.07692307692308
"1598",7.8,7.6,3.07692307692308
"1599",7.8,7.8,3.07692307692308
"1600",7.8,8,3.07692307692308
"1601",7.8,8.2,3.07692307692308
"1602",7.8,8.4,3.07692307692308
"1603",7.8,8.6,3.07692307692308
"1604",7.8,8.8,3.07692307692308
"1605",7.8,9,3.07692307692308
"1606",7.8,9.2,3.07692307692308
"1607",7.8,9.4,3.07692307692308
"1608",7.8,9.6,3.07692307692308
"1609",7.8,9.8,3.07692307692308
"1610",7.8,10,3.07692307692308
"1611",8,1,3.375
"1612",8,1.2,3.375
"1613",8,1.4,3.375
"1614",8,1.6,3.375
"1615",8,1.8,3.375
"1616",8,2,3.375
"1617",8,2.2,3.375
"1618",8,2.4,3.375
"1619",8,2.6,3.375
"1620",8,2.8,3.375
"1621",8,3,3.375
"1622",8,3.2,3.375
"1623",8,3.4,3.375
"1624",8,3.6,3.375
"1625",8,3.8,3.375
"1626",8,4,3.375
"1627",8,4.2,3.375
"1628",8,4.4,3.375
"1629",8,4.6,3.375
"1630",8,4.8,3.375
"1631",8,5,3.375
"1632",8,5.2,3.375
"1633",8,5.4,3.375
"1634",8,5.6,3.375
