"","papers","ifact","years"
"313",9,5,5.26780972146999
"314",9,5.5,5.29461454866145
"315",9,6,5.26605891254045
"316",9,6.5,4.05518880126296
"317",9,7,4.21093557158032
"318",9,7.5,4.26379655122039
"319",9,8,4.13369827612586
"320",9,8.5,4.28307176783718
"321",9,9,4.26444089029541
"322",9,9.5,4.10009802098525
"323",9,10,4.10367408223914
"324",9.5,1,7.40246590486244
"325",9.5,1.5,7.32171185507217
"326",9.5,2,6.26527178819136
"327",9.5,2.5,5.44275285391157
"328",9.5,3,5.14808966947336
"329",9.5,3.5,5.23750621951403
"330",9.5,4,5.27093926756939
"331",9.5,4.5,4.20612479483175
"332",9.5,5,5.23685303482259
"333",9.5,5.5,4.25840124616759
"334",9.5,6,4.09958403147187
"335",9.5,6.5,4.1862702440534
"336",9.5,7,4.23999761715041
"337",9.5,7.5,4.21071227128014
"338",9.5,8,4.274305244983
"339",9.5,8.5,4.26791825000883
"340",9.5,9,3.19349096254405
"341",9.5,9.5,3.14542535102497
"342",9.5,10,3.2066916873466
"343",10,1,7.32859116897922
"344",10,1.5,7.33168058403588
"345",10,2,6.29023178566019
"346",10,2.5,6.289160006259
"347",10,3,5.24771233453041
"348",10,3.5,6.38805540129935
"349",10,4,5.29665123632293
"350",10,4.5,5.28525168406085
"351",10,5,4.16468630343291
"352",10,5.5,4.27674534420958
"353",10,6,4.2109713210061
"354",10,6.5,4.19914629697287
"355",10,7,4.18037779354455
"356",10,7.5,4.30307612272399
"357",10,8,4.21998021164525
"358",10,8.5,4.22425560612569
"359",10,9,4.31504180707917
"360",10,9.5,4.21199288361722
"361",10,10,3.2233755214067
